"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"1493",1492,"Froelich, Francis","08-05-2019 14:10:00",31000,"ford","f-150",2019,"clean vehicle",10028,"black","  1ftfw1e57kfa45438",167745061,"pennsylvania"," usa","3 days left","August","Aftrenoon","pennsylvania","PA","Francis","72 hours left","Group 1"
"1494",1493,"Francour, Lisa","11-14-2019 14:00:00",2000,"ford","door",2013,"clean vehicle",175640,"no_color","  3fa6p0h72dr150212",167552543,"missouri"," usa","9 days left","November","Aftrenoon","missouri","MO","Lisa","216 hours left","Group 4"
"1495",1494,"VanDenHoven, Bob","12-18-2019 22:10:00",40400,"ford","max",2019,"clean vehicle",30770,"white","  1fmjk1jt6kea37259",167787213,"oklahoma"," usa","21 hours left","December","Night","oklahoma","OK","Bob","21 hours left","Group 1"
"1496",1495,"Mr Frank, Tim","01-21-2021 09:40:00",43600,"ford","f-150",2019,"clean vehicle",15141,"black","  1ftew1e40kfa83015",167745064,"pennsylvania"," usa","2 days left","January","Morning","pennsylvania","PA","Tim","48 hours left","Group 1"
"1497",1496,"Miss Knedle, Katherine","03-24-2021 17:30:00",22600,"ford","f-150",2019,"clean vehicle",18431,"white","  1ftmf1c5xkkc79168",167787215,"oklahoma"," usa","21 hours left","March","Aftrenoon","oklahoma","OK","Katherine","21 hours left","Group 1"
"1498",1497,"Nitka, Clarence","08-16-2019 13:20:00",26000,"ford","f-150",2019,"clean vehicle",9604,"white","  1ftfw1e45kfb85334",167745067,"pennsylvania"," usa","3 days left","August","Aftrenoon","pennsylvania","PA","Clarence","72 hours left","Group 1"
"1499",1498,"Knipp, Rosalind","03-05-2020 18:50:00",23200,"ford","f-150",2019,"clean vehicle",9516,"white","  1ftmf1c5xkkd39210",167787217,"oklahoma"," usa","21 hours left","March","Evening","oklahoma","OK","Rosalind","21 hours left","Group 1"
"1500",1499,"Badura, Shannon","09-07-2020 12:30:00",29000,"ford","f-150",2019,"clean vehicle",9718,"silver","  1ftew1e45kfa45361",167745068,"pennsylvania"," usa","3 days left","September","Aftrenoon","pennsylvania","PA","Shannon","72 hours left","Group 1"
"1501",1500,"Gustafson, Bob","11-06-2019 11:40:00",22800,"ford","f-150",2019,"clean vehicle",16506,"white","  1ftmf1c58kkc79170",167787219,"oklahoma"," usa","21 hours left","November","Morning","oklahoma","OK","Bob","21 hours left","Group 1"
"1502",1501,"Froelich, Francis","09-02-2021 12:20:00",3450,"ford","door",2015,"salvage insurance",192108,"white","  1fmcu9gx5fuc13614",167633336,"oregon"," usa","2 days left","September","Aftrenoon","oregon","OR","Francis","48 hours left","Group 4"
"1503",1502,"Francour, Lisa","12-05-2020 21:00:00",31000,"ford","f-150",2019,"clean vehicle",11028,"white","  1ftfw1e55kfa45440",167745069,"pennsylvania"," usa","3 days left","December","Evening","pennsylvania","PA","Lisa","72 hours left","Group 1"
"1504",1503,"Pascoe, Paul","02-28-2020 11:40:00",22900,"ford","f-150",2019,"clean vehicle",11313,"white","  1ftmf1c59kkd08126",167787221,"oklahoma"," usa","21 hours left","February","Morning","oklahoma","OK","Paul","21 hours left","Group 1"
"1505",1504,"Hendricks, Dan","09-09-2019 11:20:00",3000,"ford","door",2014,"salvage insurance",141595,"red","  3fa6p0lu4er381093",167633339,"oregon"," usa","2 days left","September","Morning","oregon","OR","Dan","48 hours left","Group 3"
"1506",1505,"Mr Frank, Tim","11-14-2020 16:50:00",28000,"ford","f-150",2019,"clean vehicle",12886,"silver","  1ftew1e50kfc34279",167745143,"pennsylvania"," usa","3 days left","November","Aftrenoon","pennsylvania","PA","Tim","72 hours left","Group 1"
"1507",1506,"Kananen, Jeff","11-21-2020 18:20:00",23200,"ford","f-150",2019,"clean vehicle",9556,"white","  1ftmf1c53kkc79173",167787222,"oklahoma"," usa","21 hours left","November","Evening","oklahoma","OK","Jeff","21 hours left","Group 1"
"1508",1507,"Mr Trupke, Tim","12-10-2020 09:20:00",27000,"ford","f-150",2019,"clean vehicle",13269,"blue","  1ftew1epxkkd77667",167745145,"pennsylvania"," usa","3 days left","December","Morning","pennsylvania","PA","Tim","72 hours left","Group 1"
"1509",1508,"Wheeler, Mike","06-07-2020 09:20:00",22800,"ford","f-150",2019,"clean vehicle",16770,"white","  1ftmf1c55kkd08124",167787224,"oklahoma"," usa","21 hours left","June","Morning","oklahoma","OK","Mike","21 hours left","Group 1"
"1510",1509,"Wheeler, Mike","06-01-2020 12:10:00",31500,"ford","f-150",2019,"clean vehicle",13526,"red","  1ftfw1e55kfc66570",167745147,"pennsylvania"," usa","3 days left","June","Aftrenoon","pennsylvania","PA","Mike","72 hours left","Group 1"
"1511",1510,"Froelich, Francis","04-02-2020 10:40:00",23400,"ford","transit",2019,"clean vehicle",16391,"white","  1ftyr1zm9kka54926",167787245,"oklahoma"," usa","21 hours left","April","Morning","oklahoma","OK","Francis","21 hours left","Group 1"
"1512",1511,"Mr Frank, Tim","04-24-2020 16:30:00",28000,"ford","f-150",2019,"clean vehicle",11437,"white","  1ftew1e57kfb37614",167745150,"pennsylvania"," usa","3 days left","April","Aftrenoon","pennsylvania","PA","Tim","72 hours left","Group 1"
"1513",1512,"Rautmann, Orval","09-06-2020 13:00:00",23400,"ford","transit",2019,"clean vehicle",17964,"white","  1ftyr1ym9kka56662",167787249,"oklahoma"," usa","21 hours left","September","Aftrenoon","oklahoma","OK","Orval","21 hours left","Group 1"
"1514",1513,"Klinowski, Bill","11-09-2019 20:50:00",28000,"ford","f-150",2018,"clean vehicle",5440,"blue","  1ftew1cp8jfd42703",167639660,"texas"," usa","10 days left","November","Evening","texas","TX","Bill","240 hours left","Group 1"
"1515",1514,"Miss Knedle, Katherine","07-29-2020 15:30:00",24900,"ford","f-150",2019,"clean vehicle",13035,"white","  1ftfw1e48kkd08888",167745151,"pennsylvania"," usa","3 days left","July","Aftrenoon","pennsylvania","PA","Katherine","72 hours left","Group 1"
"1516",1515,"Baranczyk, Kay","07-06-2020 09:20:00",23500,"ford","transit",2019,"clean vehicle",15759,"white","  1ftyr1ym0kka56663",167787255,"oklahoma"," usa","21 hours left","July","Morning","oklahoma","OK","Kay","21 hours left","Group 1"
"1517",1516,"Miss Knedle, Katherine","09-01-2020 14:30:00",36000,"ford","f-150",2018,"clean vehicle",30002,"gray","  1ftfw1e19jfd95844",167639665,"texas"," usa","10 days left","September","Aftrenoon","texas","TX","Katherine","240 hours left","Group 1"
"1518",1517,"Halla, Al","09-18-2020 16:30:00",28700,"ford","f-150",2019,"clean vehicle",13673,"white","  1ftfw1e44kfa45372",167745153,"pennsylvania"," usa","3 days left","September","Aftrenoon","pennsylvania","PA","Al","72 hours left","Group 1"
"1519",1518,"Mr Trupke, Tim","04-17-2020 11:20:00",16000,"ford","fusion",2018,"clean vehicle",24480,"silver","  3fa6p0k95jr156818",167787271,"oregon"," usa","29 minutes","April","Morning","oregon","OR","Tim","0 hours left","Group 1"
"1520",1519,"Rautmann, Orval","07-16-2020 15:50:00",31000,"ford","f-150",2019,"clean vehicle",13230,"white","  1ftfw1e59kfa45439",167745154,"pennsylvania"," usa","3 days left","July","Aftrenoon","pennsylvania","PA","Orval","72 hours left","Group 1"
"1521",1520,"Froelich, Francis","02-15-2020 13:30:00",16500,"ford","f-150",2017,"clean vehicle",137789,"white","  1ftfw1eg0hkd21010",167787344,"oregon"," usa","29 minutes","February","Aftrenoon","oregon","OR","Francis","0 hours left","Group 3"
"1522",1521,"Baker, Pat","05-15-2019 14:50:00",28500,"ford","f-150",2019,"clean vehicle",13516,"white","  1ftfw1e52kfb51070",167745155,"pennsylvania"," usa","3 days left","May","Aftrenoon","pennsylvania","PA","Pat","72 hours left","Group 1"
"1523",1522,"Trimberger, Jason","03-02-2020 09:10:00",10800,"ford","escape",2017,"clean vehicle",81660,"black","  1fmcu9gd5huc55340",167787355,"oregon"," usa","29 minutes","March","Morning","oregon","OR","Jason","0 hours left","Group 2"
"1524",1523,"Jacobson, Jeff","07-27-2019 09:30:00",28500,"ford","f-150",2019,"clean vehicle",11763,"white","  1ftew1ep6kfb50971",167745157,"pennsylvania"," usa","3 days left","July","Morning","pennsylvania","PA","Jeff","72 hours left","Group 1"
"1525",1524,"Rautmann, Orval","03-03-2020 14:30:00",25000,"ford","explorer",2017,"clean vehicle",34165,"gold","  1fm5k8fh3hgb01057",167787361,"oregon"," usa","29 minutes","March","Aftrenoon","oregon","OR","Orval","0 hours left","Group 1"
"1526",1525,"Callahan, Mark","11-27-2019 14:00:00",31000,"ford","f-150",2019,"clean vehicle",13458,"white","  1ftfw1e47kfa45446",167745199,"pennsylvania"," usa","3 days left","November","Aftrenoon","pennsylvania","PA","Mark","72 hours left","Group 1"
"1527",1526,"Hendricks, Dan","01-09-2020 16:00:00",7800,"ford","door",2016,"clean vehicle",104867,"black","  3fa6p0lu9gr318607",167787418,"oregon"," usa","29 minutes","January","Aftrenoon","oregon","OR","Dan","0 hours left","Group 3"
"1528",1527,"Gutzman, Todd","03-08-2020 15:20:00",28500,"ford","f-150",2019,"clean vehicle",14004,"white","  1ftfw1e56kfc13215",167745200,"pennsylvania"," usa","3 days left","March","Aftrenoon","pennsylvania","PA","Todd","72 hours left","Group 1"
"1529",1528,"Wheeler, Mike","07-01-2021 18:00:00",9500,"ford","door",2016,"clean vehicle",69829,"silver","  3fa6p0h79gr262879",167787426,"oregon"," usa","29 minutes","July",NA,"oregon","OR","Mike","0 hours left","Group 2"
"1530",1529,"Knipp, Rosalind","08-16-2019 11:40:00",28500,"ford","f-150",2019,"clean vehicle",13405,"silver","  1ftew1ep5kfb96789",167745201,"pennsylvania"," usa","3 days left","August","Morning","pennsylvania","PA","Rosalind","72 hours left","Group 1"
"1531",1530,"Raboin, Chase","05-25-2020 16:20:00",14500,"ford","door",2016,"clean vehicle",96151,"black","  1fm5k7d82gga11295",167787428,"oregon"," usa","29 minutes","May","Aftrenoon","oregon","OR","Chase","0 hours left","Group 2"
"1532",1531,"Mrs Karas, Phil","12-03-2020 09:10:00",25000,"ford","f-150",2019,"clean vehicle",12688,"black","  1ftfw1e40kkc25486",167745202,"pennsylvania"," usa","3 days left","December","Morning","pennsylvania","PA","Phil","72 hours left","Group 1"
"1533",1532,"Jacobson, Jeff","02-08-2019 17:50:00",14500,"ford","door",2016,"clean vehicle",116519,"white","  1ft7x2b61geb56195",167787429,"oregon"," usa","29 minutes","February","Aftrenoon","oregon","OR","Jeff","0 hours left","Group 3"
"1534",1533,"Ms Schoen, Lisa","06-21-2019 12:10:00",28500,"ford","f-150",2019,"clean vehicle",12260,"white","  1ftfw1e50kfc13209",167745203,"pennsylvania"," usa","3 days left","June","Aftrenoon","pennsylvania","PA","Lisa","72 hours left","Group 1"
"1535",1534,"Baker, Pat","08-31-2020 15:30:00",12100,"ford","door",2016,"clean vehicle",29367,"silver","  3fa6p0h76gr145938",167787432,"oregon"," usa","29 minutes","August","Aftrenoon","oregon","OR","Pat","0 hours left","Group 1"
"1536",1535,"VanDenHoven, Bob","10-30-2020 11:30:00",29400,"ford","f-150",2019,"clean vehicle",18982,"white","  1ftfw1e48kfa45374",167745288,"pennsylvania"," usa","3 days left","October","Morning","pennsylvania","PA","Bob","72 hours left","Group 1"
"1537",1536,"Socha, Melissa","04-21-2021 09:00:00",24700,"ford","f-150",2019,"clean vehicle",23795,"silver","  1ftew1c42kkd75453",167553736,"california"," usa","8 days left","April","Morning","california","CA","Melissa","192 hours left","Group 1"
"1538",1537,"Mr Frank, Tim","05-02-2021 13:20:00",8700,"ford","door",2016,"clean vehicle",76572,"gray","  3fa6p0h76gr269546",167787433,"oregon"," usa","29 minutes","May","Aftrenoon","oregon","OR","Tim","0 hours left","Group 2"
"1539",1538,"Holewinski, Gene","08-01-2021 18:40:00",29500,"ford","f-150",2019,"clean vehicle",15964,"white","  1ftfw1e44kkc25474",167745290,"pennsylvania"," usa","3 days left","August","Evening","pennsylvania","PA","Gene","72 hours left","Group 1"
"1540",1539,"Mr Trupke, Tim","03-11-2019 20:00:00",25800,"ford","f-150",2019,"clean vehicle",28117,"silver","  1ftew1e50kkc39540",167553737,"california"," usa","8 days left","March","Evening","california","CA","Tim","192 hours left","Group 1"
"1541",1540,"Mr Reimer, Dick","09-08-2019 10:30:00",17500,"ford","door",2016,"clean vehicle",116730,"blue","  1ftfw1eg9gke06958",167787436,"oregon"," usa","29 minutes","September","Morning","oregon","OR","Dick","0 hours left","Group 3"
"1542",1541,"Nitka, Clarence","03-31-2020 16:40:00",23900,"ford","f-150",2019,"clean vehicle",21055,"brown","  1ftew1e50kfb83107",167745292,"pennsylvania"," usa","2 days left","March","Aftrenoon","pennsylvania","PA","Clarence","48 hours left","Group 1"
"1543",1542,"Knipp, Rosalind","06-20-2020 20:30:00",22900,"ford","f-150",2019,"clean vehicle",27794,"black","  1ftew1c55kkc38466",167553738,"california"," usa","8 days left","June","Evening","california","CA","Rosalind","192 hours left","Group 1"
"1544",1543,"Trimberger, Jason","08-16-2020 17:30:00",19500,"ford","edge",2016,"clean vehicle",56995,"black","  2fmpk4ap5gbb89860",167787438,"oregon"," usa","29 minutes","August","Aftrenoon","oregon","OR","Jason","0 hours left","Group 2"
"1545",1544,"Kline, Kent","07-26-2019 19:00:00",29500,"ford","f-150",2019,"clean vehicle",16625,"gray","  1ftew1e59kfa00593",167745296,"pennsylvania"," usa","3 days left","July","Evening","pennsylvania","PA","Kent","72 hours left","Group 1"
"1546",1545,"Froelich, Francis","06-27-2019 20:50:00",24500,"ford","f-150",2019,"clean vehicle",27689,"gray","  1ftew1c46kkd75553",167553743,"california"," usa","8 days left","June","Evening","california","CA","Francis","192 hours left","Group 1"
"1547",1546,"Baker, Pat","11-27-2020 11:40:00",11000,"ford","door",2016,"clean vehicle",39851,"black","  3fa6p0lu5gr235305",167787440,"oregon"," usa","29 minutes","November","Morning","oregon","OR","Pat","0 hours left","Group 1"
"1548",1547,"Baker, Pat","05-06-2019 10:00:00",22400,"ford","f-150",2019,"clean vehicle",31727,"black","  1ftew1c52kfa64476",167745301,"pennsylvania"," usa","2 days left","May","Morning","pennsylvania","PA","Pat","48 hours left","Group 1"
"1549",1548,"Mr Frank, Tim","03-08-2020 13:30:00",15700,"ford","escape",2019,"clean vehicle",31586,"gray","  1fmcu9gd7kub30198",167553744,"california"," usa","8 days left","March","Aftrenoon","california","CA","Tim","192 hours left","Group 1"
"1550",1549,"Callahan, Mark","11-14-2019 20:50:00",11000,"ford","door",2015,"clean vehicle",33717,"black","  3fa6p0h75fr306648",167787501,"oregon"," usa","29 minutes","November","Evening","oregon","OR","Mark","0 hours left","Group 1"
"1551",1550,"Froelich, Francis","08-12-2020 15:50:00",28000,"ford","f-150",2019,"clean vehicle",18418,"black","  1ftew1e42kfc10086",167745303,"pennsylvania"," usa","2 days left","August","Aftrenoon","pennsylvania","PA","Francis","48 hours left","Group 1"
"1552",1551,"Kawula, Amy","01-12-2019 19:40:00",13500,"ford","fusion",2019,"clean vehicle",39013,"black","  3fa6p0cd6kr140082",167553757,"california"," usa","8 days left","January","Evening","california","CA","Amy","192 hours left","Group 1"
"1553",1552,"Callahan, Mark","04-25-2021 12:30:00",7300,"ford","f-150",2013,"clean vehicle",125451,"white","  1ftnf1et8dkf99625",167787614,"oregon"," usa","29 minutes","April","Aftrenoon","oregon","OR","Mark","0 hours left","Group 3"
"1554",1553,"Miss Knedle, Katherine","06-21-2020 10:10:00",25100,"ford","f-150",2019,"clean vehicle",21346,"black","  1ftew1c59kfb19764",167745304,"pennsylvania"," usa","3 days left","June","Morning","pennsylvania","PA","Katherine","72 hours left","Group 1"
"1555",1554,"Wheeler, Mike","01-27-2020 14:50:00",24100,"ford","transit",2019,"clean vehicle",21150,"white","  1ftyr2cm0kkb25249",167553762,"california"," usa","8 days left","January","Aftrenoon","california","CA","Mike","192 hours left","Group 1"
"1556",1555,"Knipp, Rosalind","09-16-2020 22:50:00",6500,"ford","f-150",2014,"clean vehicle",103862,"white","  1ftnf1et8ekg10382",167787621,"oregon"," usa","29 minutes","September","Night","oregon","OR","Rosalind","0 hours left","Group 3"
"1557",1556,"Kline, Kent","02-14-2020 22:30:00",10500,"ford","f-150",2019,"clean vehicle",22001,"red","  1ftew1c47kfc12080",167745308,"pennsylvania"," usa","2 days left","February","Night","pennsylvania","PA","Kent","48 hours left","Group 1"
"1558",1557,"Kawula, Amy","10-14-2019 19:40:00",16900,"ford","fusion",2019,"clean vehicle",31261,"gray","  3fa6p0d93kr124089",167553768,"california"," usa","8 days left","October","Evening","california","CA","Amy","192 hours left","Group 1"
"1559",1558,"Froelich, Francis","06-20-2019 21:30:00",6000,"ford","door",2013,"clean vehicle",140870,"white","  1ftbf2b66dea35574",167787622,"oregon"," usa","29 minutes","June","Evening","oregon","OR","Francis","0 hours left","Group 3"
"1560",1559,"Ms Schoen, Lisa","07-18-2019 22:30:00",28500,"ford","f-150",2019,"clean vehicle",14358,"white","  1ftfw1e57kfc13238",167745311,"pennsylvania"," usa","3 days left","July","Night","pennsylvania","PA","Lisa","72 hours left","Group 1"
"1561",1560,"Trimberger, Jason","08-16-2019 13:10:00",16200,"ford","fusion",2019,"clean vehicle",41672,"silver","  3fa6p0d9xkr105006",167553991,"california"," usa","8 days left","August","Aftrenoon","california","CA","Jason","192 hours left","Group 1"
"1562",1561,"Hendricks, Dan","06-12-2020 18:00:00",6500,"ford","f-150",2013,"clean vehicle",95655,"white","  1ftnf1et8dkd91793",167787623,"oregon"," usa","29 minutes","June",NA,"oregon","OR","Dan","0 hours left","Group 2"
"1563",1562,"Ms BenDixen, Lonnie","08-02-2021 14:30:00",24500,"ford","flex",2019,"clean vehicle",19493,"gray","  2fmhk6d81kba19766",167745367,"pennsylvania"," usa","3 days left","August","Aftrenoon","pennsylvania","PA","Lonnie","72 hours left","Group 1"
"1564",1563,"Pascoe, Paul","05-31-2020 22:10:00",16500,"ford","fusion",2019,"clean vehicle",36956,"black","  3fa6p0d91kr118405",167553992,"california"," usa","8 days left","May","Night","california","CA","Paul","192 hours left","Group 1"
"1565",1564,"Gustafson, Bob","08-09-2019 09:20:00",56500,"ford","door",2017,"clean vehicle",23223,"gold","  1ft7w2bt8hed83183",167787803,"texas"," usa","2 days left","August","Morning","texas","TX","Bob","48 hours left","Group 1"
"1566",1565,"Wheeler, Mike","04-27-2020 20:40:00",10400,"ford","fusion",2019,"clean vehicle",13085,"gray","  3fa6p0t90kr253764",167745369,"pennsylvania"," usa","2 days left","April","Evening","pennsylvania","PA","Mike","48 hours left","Group 1"
"1567",1566,"Ms BenDixen, Lonnie","08-13-2020 21:40:00",22800,"ford","explorer",2018,"clean vehicle",36124,"silver","  1fm5k8d87jgc15281",167787962,"oklahoma"," usa","21 hours left","August","Evening","oklahoma","OK","Lonnie","21 hours left","Group 1"
"1568",1567,"Socha, Melissa","08-02-2020 15:40:00",26500,"ford","flex",2019,"clean vehicle",19147,"white","  2fmhk6dt5kba15871",167745370,"pennsylvania"," usa","3 days left","August","Aftrenoon","pennsylvania","PA","Melissa","72 hours left","Group 1"
"1569",1568,"Nitka, Clarence","08-10-2019 10:10:00",23800,"ford","flex",2019,"clean vehicle",24993,"red","  2fmhk6c82kba19874",167745382,"pennsylvania"," usa","3 days left","August","Morning","pennsylvania","PA","Clarence","72 hours left","Group 1"
"1570",1569,"Wheeler, Mike","12-31-2019 10:40:00",24700,"ford","f-150",2018,"clean vehicle",41127,"white","  1ftew1e56jkd36112",167787974,"oklahoma"," usa","21 hours left","December","Morning","oklahoma","OK","Mike","21 hours left","Group 1"
"1571",1570,"Pascoe, Paul","02-02-2020 11:10:00",12400,"ford","fusion",2019,"clean vehicle",32365,"black","  3fa6p0lu3kr185724",167745444,"pennsylvania"," usa","2 days left","February","Morning","pennsylvania","PA","Paul","48 hours left","Group 1"
"1572",1571,"Raboin, Chase","10-03-2021 17:50:00",16600,"ford","fusion",2019,"clean vehicle",27774,"white","  3fa6p0ru3kr180188",167745445,"pennsylvania"," usa","2 days left","October","Aftrenoon","pennsylvania","PA","Chase","48 hours left","Group 1"
"1573",1572,"Klinowski, Bill","07-18-2019 13:00:00",11200,"ford","door",2015,"clean vehicle",105027,"blue","  1ftex1cp8fke04211",167788144,"oklahoma"," usa","21 hours left","July","Aftrenoon","oklahoma","OK","Bill","21 hours left","Group 3"
"1574",1573,"Miss Knedle, Katherine","05-11-2020 20:50:00",15900,"ford","fusion",2019,"clean vehicle",27806,"silver","  3fa6p0k96kr261093",167745449,"pennsylvania"," usa","2 days left","May","Evening","pennsylvania","PA","Katherine","48 hours left","Group 1"
"1575",1574,"Ms BenDixen, Lonnie","11-11-2020 09:10:00",7700,"ford","door",2015,"clean vehicle",54198,"blue","  3fa6p0h77fr138558",167788145,"oklahoma"," usa","21 hours left","November","Morning","oklahoma","OK","Lonnie","21 hours left","Group 2"
"1576",1575,"Gustafson, Bob","10-20-2019 14:00:00",15100,"ford","fusion",2019,"clean vehicle",30181,"white","  3fa6p0mu3kr180747",167745453,"pennsylvania"," usa","2 days left","October","Aftrenoon","pennsylvania","PA","Bob","48 hours left","Group 1"
"1577",1576,"Utech, Carol","10-27-2020 09:50:00",7200,"ford","door",2013,"clean vehicle",82670,"black","  1fmcu9h94dua07603",167788146,"oklahoma"," usa","21 hours left","October","Morning","oklahoma","OK","Carol","21 hours left","Group 2"
"1578",1577,"Mr Frank, Tim","01-07-2020 19:50:00",15600,"ford","fusion",2019,"clean vehicle",36305,"gold","  3fa6p0ruxkr116813",167745455,"pennsylvania"," usa","2 days left","January","Evening","pennsylvania","PA","Tim","48 hours left","Group 1"
"1579",1578,"Jacobson, Jeff","01-05-2021 20:40:00",39700,"ford","srw",2019,"clean vehicle",10475,"white","  1ft7w2bt8kee90712",167788231,"oklahoma"," usa","21 hours left","January","Evening","oklahoma","OK","Jeff","21 hours left","Group 1"
"1580",1579,"Froelich, Francis","01-17-2021 12:50:00",16000,"ford","fusion",2019,"clean vehicle",34734,"gray","  3fa6p0ru7kr138767",167745459,"pennsylvania"," usa","2 days left","January","Aftrenoon","pennsylvania","PA","Francis","48 hours left","Group 1"
"1581",1580,"Francour, Lisa","03-12-2019 12:40:00",7500,"ford","door",2012,"clean vehicle",186713,"black","  1ftfw1cf6cfb56754",167564975,"oklahoma"," usa","8 days left","March","Aftrenoon","oklahoma","OK","Lisa","192 hours left","Group 4"
"1582",1581,"Cousineau, Tom","05-17-2019 21:00:00",15500,"ford","srw",2017,"clean vehicle",132150,"white","  1ft7x2b69hec16645",167788232,"oregon"," usa","28 minutes","May","Evening","oregon","OR","Tom","0 hours left","Group 3"
"1583",1582,"Baker, Pat","02-27-2020 21:30:00",19000,"ford","taurus",2019,"clean vehicle",12928,"gray","  1fahp2j84kg115859",167745465,"pennsylvania"," usa","3 days left","February","Evening","pennsylvania","PA","Pat","72 hours left","Group 1"
"1584",1583,"Gustafson, Bob","02-25-2021 15:30:00",5500,"ford","door",2015,"clean vehicle",116539,"silver","  1fmcu0gx1fub82812",167564982,"oklahoma"," usa","8 days left","February","Aftrenoon","oklahoma","OK","Bob","192 hours left","Group 3"
"1585",1584,"Gutzman, Todd","04-27-2021 13:20:00",38700,"ford","drw",2018,"clean vehicle",59549,"white","  1fd8w3ht1jeb13182",167788236,"oklahoma"," usa","21 hours left","April","Aftrenoon","oklahoma","OK","Todd","21 hours left","Group 2"
"1586",1585,"VanDenHoven, Bob","09-10-2019 21:10:00",21000,"ford","taurus",2019,"clean vehicle",12174,"red","  1fahp2j81kg116841",167745472,"pennsylvania"," usa","3 days left","September","Evening","pennsylvania","PA","Bob","72 hours left","Group 1"
"1587",1586,"Nitka, Clarence","03-25-2021 11:10:00",28500,"ford","door",2016,"clean vehicle",96129,"white","  1ft8w3dt6ged23165",167565003,"oklahoma"," usa","8 days left","March","Morning","oklahoma","OK","Clarence","192 hours left","Group 2"
"1588",1587,"Utech, Carol","03-12-2019 22:00:00",37200,"ford","drw",2018,"clean vehicle",89809,"white","  1fd0w5ht9jeb13276",167788237,"oklahoma"," usa","21 hours left","March",NA,"oklahoma","OK","Carol","21 hours left","Group 2"
"1589",1588,"Pascoe, Paul","09-27-2019 22:00:00",18500,"ford","taurus",2019,"clean vehicle",18202,"white","  1fahp2j8xkg115025",167745529,"pennsylvania"," usa","3 days left","September",NA,"pennsylvania","PA","Paul","72 hours left","Group 1"
"1590",1589,"Gustafson, Bob","03-12-2020 11:40:00",15000,"ford","door",2015,"clean vehicle",128505,"white","  1ft7w2bt2fea81305",167565004,"oklahoma"," usa","8 days left","March","Morning","oklahoma","OK","Bob","192 hours left","Group 3"
"1591",1590,"Wheeler, Mike","10-07-2020 12:00:00",37700,"ford","drw",2017,"clean vehicle",43527,"white","  1fd8w3htxhed36198",167788238,"oklahoma"," usa","21 hours left","October",NA,"oklahoma","OK","Mike","21 hours left","Group 1"
"1592",1591,"Gustafson, Bob","03-19-2020 12:10:00",22200,"ford","transit",2019,"clean vehicle",15792,"white","  1ftyr2cm5kkb55220",167745530,"pennsylvania"," usa","2 days left","March","Aftrenoon","pennsylvania","PA","Bob","48 hours left","Group 1"
"1593",1592,"Rautmann, Orval","08-12-2020 12:30:00",39950,"ford","f-150",2019,"clean vehicle",9278,"white","  1ftew1e42kfc12713",167565282,"georgia"," usa","4 days left","August","Aftrenoon","georgia","GA","Orval","96 hours left","Group 1"
"1594",1593,"Rautmann, Orval","01-27-2021 09:10:00",37600,"ford","drw",2017,"clean vehicle",41925,"white","  1fd8w3ht6hed35386",167788239,"oklahoma"," usa","21 hours left","January","Morning","oklahoma","OK","Orval","21 hours left","Group 1"
"1595",1594,"Utech, Carol","10-23-2020 16:20:00",18500,"ford","taurus",2019,"clean vehicle",16924,"white","  1fahp2j87kg116553",167745531,"pennsylvania"," usa","3 days left","October","Aftrenoon","pennsylvania","PA","Carol","72 hours left","Group 1"
"1596",1595,"Baranczyk, Kay","09-17-2019 12:50:00",10000,"ford","door",2013,"clean vehicle",119869,"silver","  1fm5k7f93dgc57984",167789003,"florida"," usa","2 days left","September","Aftrenoon","florida","FL","Kay","48 hours left","Group 3"
"1597",1596,"Jacobson, Jeff","03-10-2019 18:20:00",20500,"ford","taurus",2019,"clean vehicle",17260,"silver","  1fahp2j89kg115971",167745532,"pennsylvania"," usa","3 days left","March","Evening","pennsylvania","PA","Jeff","72 hours left","Group 1"
"1598",1597,"Halla, Al","09-10-2019 16:00:00",5700,"ford","door",2013,"clean vehicle",89490,"white","  1fmcu0f75dud93994",167789013,"florida"," usa","2 days left","September","Aftrenoon","florida","FL","Al","48 hours left","Group 2"
"1599",1598,"Kostichka, Norb","08-18-2019 19:20:00",21000,"ford","transit",2019,"clean vehicle",40772,"white","  1ftye9zm5kka75959",167745533,"pennsylvania"," usa","3 days left","August","Evening","pennsylvania","PA","Norb","72 hours left","Group 1"
"1600",1599,"Kananen, Jeff","09-26-2019 14:30:00",22500,"ford","transit",2019,"clean vehicle",25623,"white","  1ftyr2cm5kkb17292",167745536,"pennsylvania"," usa","2 days left","September","Aftrenoon","pennsylvania","PA","Jeff","48 hours left","Group 1"
"1601",1600,"Mr Trupke, Tim","03-08-2019 16:00:00",29000,"ford","f-150",2019,"clean vehicle",11669,"white","  1ftew1e53kfb51512",167565832,"colorado"," usa","24 hours left","March","Aftrenoon","colorado","CO","Tim","24 hours left","Group 1"
"1602",1601,"Badura, Shannon","07-15-2020 19:50:00",13200,"ford","door",2013,"clean vehicle",138524,"black","  1ftfw1ct8dfb88189",167789222,"florida"," usa","2 days left","July","Evening","florida","FL","Shannon","48 hours left","Group 3"
